wvg_height = 0.2 , mode = yO, SUBSRATE = True, hx_min = 0.125, hy_min = 0.2
hx = 0.125, hy = 0.2, a = 0.314, w = 0.65, gamma = 0.0159, freqs = 196.3686 , 226.0596 
hx = 0.275, hy = 0.45, a = 0.448, w = 0.65, gamma = 0.14679, freqs = 171.7779 , 231.899 
hx = 0.25, hy = 0.5, a = 0.424, w = 0.7, gamma = 0.14679, freqs = 173.7967 , 236.1981 
hx = 0.25, hy = 0.5, a = 0.425, w = 0.7, gamma = 0.147, freqs = 173.4498 , 235.5283 
hx = 0.25, hy = 0.5, a = 0.426, w = 0.7, gamma = 0.14718, freqs = 173.1439 , 234.9553 
hx = 0.25, hy = 0.5, a = 0.427, w = 0.7, gamma = 0.14735, freqs = 172.844 , 234.4081 
hx = 0.25, hy = 0.5, a = 0.428, w = 0.7, gamma = 0.14747, freqs = 172.5359 , 233.824 
hx = 0.275, hy = 0.475, a = 0.432, w = 0.7, gamma = 0.14762, freqs = 173.9588 , 237.1449 
hx = 0.275, hy = 0.5, a = 0.432, w = 0.7, gamma = 0.14764, freqs = 174.9987 , 239.8679 
hx = 0.275, hy = 0.475, a = 0.433, w = 0.7, gamma = 0.14797, freqs = 173.6176 , 236.5562 
hx = 0.275, hy = 0.5, a = 0.433, w = 0.7, gamma = 0.14806, freqs = 174.6603 , 239.2552 
hx = 0.275, hy = 0.475, a = 0.434, w = 0.7, gamma = 0.14828, freqs = 173.2849 , 235.9882 
hx = 0.275, hy = 0.5, a = 0.434, w = 0.7, gamma = 0.14847, freqs = 174.3151 , 238.6364 
hx = 0.275, hy = 0.475, a = 0.435, w = 0.7, gamma = 0.14857, freqs = 172.9521 , 235.4205 
hx = 0.275, hy = 0.5, a = 0.435, w = 0.7, gamma = 0.14884, freqs = 173.9803 , 238.0406 
hx = 0.275, hy = 0.5, a = 0.436, w = 0.7, gamma = 0.14919, freqs = 173.6421 , 237.4429 
hx = 0.275, hy = 0.5, a = 0.437, w = 0.7, gamma = 0.14951, freqs = 173.3052 , 236.8474 
hx = 0.275, hy = 0.5, a = 0.438, w = 0.7, gamma = 0.14995, freqs = 172.9897 , 236.3994 
hx = 0.275, hy = 0.5, a = 0.439, w = 0.7, gamma = 0.15019, freqs = 172.6515 , 235.785 
hx = 0.275, hy = 0.5, a = 0.44, w = 0.7, gamma = 0.1504, freqs = 172.3184 , 235.1874 
hx = 0.275, hy = 0.5, a = 0.441, w = 0.7, gamma = 0.15059, freqs = 171.9879 , 234.5961 
hx = 0.275, hy = 0.5, a = 0.442, w = 0.7, gamma = 0.15074, freqs = 171.6555 , 234.0006 
hx = 0.275, hy = 0.5, a = 0.443, w = 0.7, gamma = 0.15086, freqs = 171.3236 , 233.4028 
hx = 0.275, hy = 0.5, a = 0.444, w = 0.7, gamma = 0.15095, freqs = 170.9937 , 232.8121 
hx = 0.275, hy = 0.5, a = 0.445, w = 0.7, gamma = 0.15098, freqs = 170.6352 , 232.1549 
hx = 0.275, hy = 0.525, a = 0.446, w = 0.7, gamma = 0.15103, freqs = 171.4153 , 233.6876 
hx = 0.275, hy = 0.5, a = 0.447, w = 0.7, gamma = 0.15108, freqs = 170.1352 , 231.3 
hx = 0.275, hy = 0.525, a = 0.447, w = 0.7, gamma = 0.1511, freqs = 171.2497 , 233.4019 
hx = 0.275, hy = 0.525, a = 0.45, w = 0.7, gamma = 0.15112, freqs = 170.2789 , 231.5789 
run_count : 41865
