wvg_height = 0.23 , mode = yO, SUBSRATE = True, hx_min = 0.125, hy_min = 0.2
hx = 0.125, hy = 0.2, a = 0.301, w = 0.65, gamma = 0.01693, freqs = 196.3309 , 227.2012 
hx = 0.275, hy = 0.475, a = 0.442, w = 0.65, gamma = 0.15803, freqs = 169.6066 , 234.266 
hx = 0.3, hy = 0.45, a = 0.444, w = 0.65, gamma = 0.1582, freqs = 171.205 , 237.7042 
hx = 0.3, hy = 0.45, a = 0.445, w = 0.65, gamma = 0.15847, freqs = 170.857 , 237.1027 
hx = 0.3, hy = 0.45, a = 0.446, w = 0.65, gamma = 0.15872, freqs = 170.5074 , 236.5031 
hx = 0.3, hy = 0.45, a = 0.447, w = 0.65, gamma = 0.15894, freqs = 170.1436 , 235.8799 
hx = 0.3, hy = 0.45, a = 0.448, w = 0.65, gamma = 0.15908, freqs = 169.7871 , 235.2433 
hx = 0.3, hy = 0.45, a = 0.449, w = 0.65, gamma = 0.15917, freqs = 169.4645 , 234.6619 
hx = 0.3, hy = 0.45, a = 0.45, w = 0.65, gamma = 0.15924, freqs = 169.1424 , 234.0845 
hx = 0.275, hy = 0.5, a = 0.424, w = 0.7, gamma = 0.15951, freqs = 171.5778 , 239.4331 
hx = 0.275, hy = 0.5, a = 0.425, w = 0.7, gamma = 0.16012, freqs = 171.2302 , 239.0227 
hx = 0.275, hy = 0.5, a = 0.426, w = 0.7, gamma = 0.16074, freqs = 170.8908 , 238.6445 
hx = 0.275, hy = 0.5, a = 0.427, w = 0.7, gamma = 0.16106, freqs = 170.5697 , 238.1235 
hx = 0.275, hy = 0.5, a = 0.428, w = 0.7, gamma = 0.16123, freqs = 170.2424 , 237.5088 
hx = 0.275, hy = 0.5, a = 0.429, w = 0.7, gamma = 0.16151, freqs = 170.1053 , 237.3887 
hx = 0.275, hy = 0.5, a = 0.43, w = 0.7, gamma = 0.16167, freqs = 169.7927 , 236.825 
hx = 0.275, hy = 0.525, a = 0.43, w = 0.7, gamma = 0.16172, freqs = 170.98 , 239.5002 
hx = 0.275, hy = 0.5, a = 0.431, w = 0.7, gamma = 0.16178, freqs = 169.4629 , 236.2121 
hx = 0.275, hy = 0.525, a = 0.431, w = 0.7, gamma = 0.16222, freqs = 170.658 , 239.0784 
hx = 0.275, hy = 0.525, a = 0.438, w = 0.7, gamma = 0.16224, freqs = 168.8846 , 235.3334 
hx = 0.3, hy = 0.5, a = 0.445, w = 0.7, gamma = 0.16233, freqs = 168.8689 , 235.3594 
hx = 0.3, hy = 0.525, a = 0.445, w = 0.7, gamma = 0.16239, freqs = 170.0716 , 237.8732 
hx = 0.3, hy = 0.5, a = 0.446, w = 0.7, gamma = 0.16252, freqs = 168.504 , 234.7673 
hx = 0.3, hy = 0.525, a = 0.446, w = 0.7, gamma = 0.16268, freqs = 169.6887 , 237.2314 
hx = 0.3, hy = 0.5, a = 0.447, w = 0.7, gamma = 0.16294, freqs = 168.2314 , 234.4956 
hx = 0.3, hy = 0.525, a = 0.447, w = 0.7, gamma = 0.163, freqs = 169.4305 , 236.8887 
hx = 0.3, hy = 0.525, a = 0.448, w = 0.7, gamma = 0.1632, freqs = 169.0662 , 236.2656 
hx = 0.3, hy = 0.525, a = 0.449, w = 0.7, gamma = 0.16338, freqs = 168.7107 , 235.6642 
hx = 0.3, hy = 0.525, a = 0.45, w = 0.7, gamma = 0.16352, freqs = 168.3309 , 235.016 
run_count : 44082
